lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,2022-11-13 20:06:49.853794,0.2211889624595642,0.0007947642588987947,0.2211889624595642,5699.0,18.0,,,,,,,,,
,2022-11-13 20:06:55.595267,,,,,18.0,0.25118425488471985,0.001000495394691825,0.25118425488471985,0.13167186081409454,0.0006518619484268129,0.13167186081409454,,,
,2022-11-13 20:06:55.714987,,,,,18.0,,,,,,,0.14788731932640076,0.0016189203597605228,0.14788731932640076
0.005,2022-11-13 20:07:46.343629,,,,,,,,,,,,,,
,2022-11-13 20:07:47.322478,0.41107937693595886,0.0030310361180454493,0.41107937693595886,5749.0,19.0,,,,,,,,,
0.005,2022-11-13 20:08:35.305200,,,,,,,,,,,,,,
,2022-11-13 20:08:36.273009,0.017863072454929352,8.175379480235279e-05,0.017863072454929352,5799.0,19.0,,,,,,,,,
0.005,2022-11-13 20:09:24.358362,,,,,,,,,,,,,,
,2022-11-13 20:09:25.345783,0.010328322649002075,5.103358125779778e-05,0.010328322649002075,5849.0,19.0,,,,,,,,,
0.005,2022-11-13 20:10:13.616465,,,,,,,,,,,,,,
,2022-11-13 20:10:14.599008,0.27258914709091187,0.0012015009997412562,0.27258914709091187,5899.0,19.0,,,,,,,,,
0.005,2022-11-13 20:11:02.827694,,,,,,,,,,,,,,
,2022-11-13 20:11:03.819091,0.466564416885376,0.005946279037743807,0.466564416885376,5949.0,19.0,,,,,,,,,
0.005,2022-11-13 20:11:51.868558,,,,,,,,,,,,,,
,2022-11-13 20:12:44.815017,0.6356458067893982,0.025540806353092194,0.6356458067893982,5999.0,19.0,,,,,,,,,
,2022-11-13 20:15:27.470991,,,,,19.0,0.11269008368253708,0.000526022631675005,0.11269008368253708,0.06910846382379532,0.00024090656370390207,0.06910846382379532,,,
,2022-11-13 20:15:27.564826,,,,,19.0,,,,,,,0.18230845034122467,0.0032644765451550484,0.18230845034122467
0.005,2022-11-13 20:16:18.234270,,,,,,,,,,,,,,
,2022-11-13 20:16:19.205463,0.016055263578891754,7.472647848771885e-05,0.016055263578891754,6049.0,20.0,,,,,,,,,
0.005,2022-11-13 20:17:07.257882,,,,,,,,,,,,,,
,2022-11-13 20:17:08.231330,0.030284851789474487,0.00012294104089960456,0.030284851789474487,6099.0,20.0,,,,,,,,,
0.005,2022-11-13 20:17:56.582061,,,,,,,,,,,,,,
,2022-11-13 20:17:57.554696,0.12002024054527283,0.00039687679964117706,0.12002024054527283,6149.0,20.0,,,,,,,,,
0.005,2022-11-13 20:18:45.752942,,,,,,,,,,,,,,
,2022-11-13 20:18:46.731790,0.11862306296825409,0.000393241731217131,0.11862306296825409,6199.0,20.0,,,,,,,,,
0.005,2022-11-13 20:19:34.947995,,,,,,,,,,,,,,
,2022-11-13 20:19:35.943850,0.427440345287323,0.004582022782415152,0.427440345287323,6249.0,20.0,,,,,,,,,
0.005,2022-11-13 20:20:23.954384,,,,,,,,,,,,,,
,2022-11-13 20:20:24.932126,0.5699785947799683,0.009844607673585415,0.5699785947799683,6299.0,20.0,,,,,,,,,
,2022-11-13 20:20:31.257111,,,,,20.0,0.016993360593914986,7.02951438142918e-05,0.016993360593914986,0.23577241599559784,0.004968378227204084,0.23577241599559784,,,
,2022-11-13 20:20:31.379125,,,,,20.0,,,,,,,0.1595011204481125,0.0017037504585459828,0.1595011204481125
0.005,2022-11-13 20:21:22.048645,,,,,,,,,,,,,,
,2022-11-13 20:21:23.020340,0.10101404041051865,0.00033930473728105426,0.10101404041051865,6349.0,21.0,,,,,,,,,
0.005,2022-11-13 20:22:11.082891,,,,,,,,,,,,,,
,2022-11-13 20:22:12.067496,0.14529402554035187,0.0004773247928824276,0.14529402554035187,6399.0,21.0,,,,,,,,,
0.005,2022-11-13 20:23:00.323440,,,,,,,,,,,,,,
,2022-11-13 20:23:01.317913,0.02329998090863228,9.960353054339066e-05,0.02329998090863228,6449.0,21.0,,,,,,,,,
0.005,2022-11-13 20:23:49.485936,,,,,,,,,,,,,,
,2022-11-13 20:24:42.741276,0.003327944315969944,1.9309927665744908e-05,0.003327944315969944,6499.0,21.0,,,,,,,,,
0.005,2022-11-13 20:25:31.468953,,,,,,,,,,,,,,
,2022-11-13 20:25:32.442465,0.10998283326625824,0.0003679911606013775,0.10998283326625824,6549.0,21.0,,,,,,,,,
0.005,2022-11-13 20:26:20.433454,,,,,,,,,,,,,,
,2022-11-13 20:26:21.413099,0.2673874497413635,0.001042180578224361,0.2673874497413635,6599.0,21.0,,,,,,,,,
,2022-11-13 20:26:27.085513,,,,,21.0,0.14938630163669586,0.0006534609128721058,0.14938630163669586,0.11006496101617813,0.0003730128810275346,0.11006496101617813,,,
,2022-11-13 20:26:27.191218,,,,,21.0,,,,,,,0.14943629503250122,0.003369890386238694,0.14943629503250122
0.005,2022-11-13 20:27:17.767483,,,,,,,,,,,,,,
,2022-11-13 20:27:18.746736,0.1694732904434204,0.0005609173676930368,0.1694732904434204,6649.0,22.0,,,,,,,,,
0.005,2022-11-13 20:28:06.714230,,,,,,,,,,,,,,
,2022-11-13 20:28:07.693179,0.23260842263698578,0.0008429645095020533,0.23260842263698578,6699.0,22.0,,,,,,,,,
0.005,2022-11-13 20:28:55.827764,,,,,,,,,,,,,,
,2022-11-13 20:28:56.804291,0.07591325044631958,0.0002656728320289403,0.07591325044631958,6749.0,22.0,,,,,,,,,
0.005,2022-11-13 20:29:45.071517,,,,,,,,,,,,,,
,2022-11-13 20:29:46.052725,0.007481093052774668,3.9163762266980484e-05,0.007481093052774668,6799.0,22.0,,,,,,,,,
0.005,2022-11-13 20:30:34.278535,,,,,,,,,,,,,,
,2022-11-13 20:30:35.250667,0.1939888298511505,0.0006554815918207169,0.1939888298511505,6849.0,22.0,,,,,,,,,
0.005,2022-11-13 20:31:23.341633,,,,,,,,,,,,,,
,2022-11-13 20:31:24.309868,0.06341207772493362,0.0002319447521585971,0.06341207772493362,6899.0,22.0,,,,,,,,,
,2022-11-13 20:31:30.058497,,,,,22.0,0.19354359805583954,0.0007266657776199281,0.19354359805583954,0.24603475630283356,0.001012869062833488,0.24603475630283356,,,
,2022-11-13 20:31:30.180554,,,,,22.0,,,,,,,0.15389488637447357,0.0012947762152180076,0.15389488637447357
0.005,2022-11-13 20:32:20.724510,,,,,,,,,,,,,,
,2022-11-13 20:32:21.703444,0.0765734612941742,0.00026630228967405856,0.0765734612941742,6949.0,23.0,,,,,,,,,
0.005,2022-11-13 20:33:09.655527,,,,,,,,,,,,,,
,2022-11-13 20:34:02.412902,0.0078123025596141815,4.007670941064134e-05,0.0078123025596141815,6999.0,23.0,,,,,,,,,
0.005,2022-11-13 20:34:50.732315,,,,,,,,,,,,,,
,2022-11-13 20:34:51.706618,0.006022762041538954,3.2036416087066755e-05,0.006022762041538954,7049.0,23.0,,,,,,,,,
0.005,2022-11-13 20:35:40.045716,,,,,,,,,,,,,,
,2022-11-13 20:35:41.025751,0.2132454216480255,0.0007590849418193102,0.2132454216480255,7099.0,23.0,,,,,,,,,
0.005,2022-11-13 20:36:29.361733,,,,,,,,,,,,,,
,2022-11-13 20:36:30.339710,0.7927497625350952,0.08079390227794647,0.7927497625350952,7149.0,23.0,,,,,,,,,
0.005,2022-11-13 20:37:18.477855,,,,,,,,,,,,,,
,2022-11-13 20:37:19.445255,0.03324859216809273,0.00013616785872727633,0.03324859216809273,7199.0,23.0,,,,,,,,,
,2022-11-13 20:37:25.168109,,,,,23.0,0.10757409781217575,0.0005004414124414325,0.10757409781217575,0.09702885150909424,0.00038289002259261906,0.09702885150909424,,,
,2022-11-13 20:37:25.294195,,,,,23.0,,,,,,,0.1661439836025238,0.0036197935696691275,0.1661439836025238
0.005,2022-11-13 20:38:15.862026,,,,,,,,,,,,,,
,2022-11-13 20:38:16.840242,0.04738510400056839,0.00018267444102093577,0.04738510400056839,7249.0,24.0,,,,,,,,,
0.005,2022-11-13 20:39:04.775717,,,,,,,,,,,,,,
,2022-11-13 20:39:05.742567,0.00728868180885911,3.860174911096692e-05,0.00728868180885911,7299.0,24.0,,,,,,,,,
0.005,2022-11-13 20:39:53.855186,,,,,,,,,,,,,,
,2022-11-13 20:39:54.839145,0.004276542458683252,2.4002190912142396e-05,0.004276542458683252,7349.0,24.0,,,,,,,,,
0.005,2022-11-13 20:40:43.118335,,,,,,,,,,,,,,
,2022-11-13 20:40:44.093469,0.006755257491022348,3.505782296997495e-05,0.006755257491022348,7399.0,24.0,,,,,,,,,
0.005,2022-11-13 20:41:32.258089,,,,,,,,,,,,,,
,2022-11-13 20:41:33.236783,0.17957353591918945,0.0005977011751383543,0.17957353591918945,7449.0,24.0,,,,,,,,,
0.005,2022-11-13 20:42:21.262004,,,,,,,,,,,,,,
,2022-11-13 20:43:14.072599,0.6893727779388428,0.03567934408783913,0.6893727779388428,7499.0,24.0,,,,,,,,,
,2022-11-13 20:45:55.592087,,,,,24.0,0.024750644341111183,9.90134067251347e-05,0.024750644341111183,0.224593386054039,0.004782406147569418,0.224593386054039,,,
,2022-11-13 20:45:55.665615,,,,,24.0,,,,,,,0.14351296424865723,0.0019944540690630674,0.14351296424865723
0.005,2022-11-13 20:46:46.456871,,,,,,,,,,,,,,
,2022-11-13 20:46:47.436940,0.13994991779327393,0.000460013747215271,0.13994991779327393,7549.0,25.0,,,,,,,,,
0.005,2022-11-13 20:47:35.410190,,,,,,,,,,,,,,
,2022-11-13 20:47:36.402272,0.15626001358032227,0.0005147751071490347,0.15626001358032227,7599.0,25.0,,,,,,,,,
0.005,2022-11-13 20:48:24.604210,,,,,,,,,,,,,,
,2022-11-13 20:48:25.587717,0.24092106521129608,0.0008954275981523097,0.24092106521129608,7649.0,25.0,,,,,,,,,
0.005,2022-11-13 20:49:13.759774,,,,,,,,,,,,,,
,2022-11-13 20:49:14.728214,0.1122455820441246,0.00037407121271826327,0.1122455820441246,7699.0,25.0,,,,,,,,,
0.005,2022-11-13 20:50:02.834824,,,,,,,,,,,,,,
,2022-11-13 20:50:03.812111,0.2394402027130127,0.0009075634879991412,0.2394402027130127,7749.0,25.0,,,,,,,,,
0.005,2022-11-13 20:50:51.816456,,,,,,,,,,,,,,
,2022-11-13 20:50:52.797197,0.1390720009803772,0.00045737987966276705,0.1390720009803772,7799.0,25.0,,,,,,,,,
,2022-11-13 20:50:58.483674,,,,,25.0,0.10278758406639099,0.00035043549723923206,0.10278758406639099,0.04671068862080574,0.0001678055850788951,0.04671068862080574,,,
,2022-11-13 20:50:58.634443,,,,,25.0,,,,,,,0.15817686915397644,0.0012673313030973077,0.15817686915397644
0.005,2022-11-13 20:51:50.597060,,,,,,,,,,,,,,
,2022-11-13 20:51:51.583291,0.010782853700220585,5.335611058399081e-05,0.010782853700220585,7849.0,26.0,,,,,,,,,
0.005,2022-11-13 20:52:39.613679,,,,,,,,,,,,,,
,2022-11-13 20:52:40.601480,0.2532050311565399,0.0009827661560848355,0.2532050311565399,7899.0,26.0,,,,,,,,,
0.005,2022-11-13 20:53:28.939303,,,,,,,,,,,,,,
,2022-11-13 20:53:29.943126,0.004226232413202524,2.3548569515696727e-05,0.004226232413202524,7949.0,26.0,,,,,,,,,
0.005,2022-11-13 20:54:18.077836,,,,,,,,,,,,,,
,2022-11-13 20:55:10.615885,0.03397113457322121,0.00013738969573751092,0.03397113457322121,7999.0,26.0,,,,,,,,,
0.005,2022-11-13 20:55:58.857439,,,,,,,,,,,,,,
,2022-11-13 20:55:59.842986,0.4020618796348572,0.0029127311427146196,0.4020618796348572,8049.0,26.0,,,,,,,,,
0.005,2022-11-13 20:56:47.802752,,,,,,,,,,,,,,
,2022-11-13 20:56:48.774339,0.019957691431045532,8.740290650166571e-05,0.019957691431045532,8099.0,26.0,,,,,,,,,
,2022-11-13 20:56:54.510067,,,,,26.0,0.11886760592460632,0.0004000961489509791,0.11886760592460632,0.1540491133928299,0.0007236489909701049,0.1540491133928299,,,
,2022-11-13 20:56:54.634052,,,,,26.0,,,,,,,0.16513049602508545,0.0061574880965054035,0.16513049602508545
0.005,2022-11-13 20:57:45.341514,,,,,,,,,,,,,,
,2022-11-13 20:57:46.318280,0.32645389437675476,0.0016948400298133492,0.32645389437675476,8149.0,27.0,,,,,,,,,
0.005,2022-11-13 20:58:34.321175,,,,,,,,,,,,,,
,2022-11-13 20:58:35.291292,0.4359388053417206,0.0047466689720749855,0.4359388053417206,8199.0,27.0,,,,,,,,,
0.005,2022-11-13 20:59:23.387393,,,,,,,,,,,,,,
,2022-11-13 20:59:24.360035,0.175103098154068,0.0005810632719658315,0.175103098154068,8249.0,27.0,,,,,,,,,
0.005,2022-11-13 21:00:12.490144,,,,,,,,,,,,,,
,2022-11-13 21:00:13.468243,0.062316909432411194,0.0002265992807224393,0.062316909432411194,8299.0,27.0,,,,,,,,,
0.005,2022-11-13 21:01:01.695106,,,,,,,,,,,,,,
,2022-11-13 21:01:02.667141,0.5453061461448669,0.008685927838087082,0.5453061461448669,8349.0,27.0,,,,,,,,,
0.005,2022-11-13 21:01:50.837950,,,,,,,,,,,,,,
,2022-11-13 21:01:51.818274,0.5054482817649841,0.006089924369007349,0.5054482817649841,8399.0,27.0,,,,,,,,,
,2022-11-13 21:01:57.504270,,,,,27.0,0.18614841997623444,0.0006299226661212742,0.18614841997623444,0.22089652717113495,0.0008228711667470634,0.22089652717113495,,,
,2022-11-13 21:01:57.615405,,,,,27.0,,,,,,,0.1618107408285141,0.0026738508604466915,0.1618107408285141
0.005,2022-11-13 21:02:48.100679,,,,,,,,,,,,,,
,2022-11-13 21:02:49.079633,0.07018361985683441,0.000247864838456735,0.07018361985683441,8449.0,28.0,,,,,,,,,
0.005,2022-11-13 21:03:37.161947,,,,,,,,,,,,,,
,2022-11-13 21:04:29.826080,0.2417888641357422,0.0008724471554160118,0.2417888641357422,8499.0,28.0,,,,,,,,,
0.005,2022-11-13 21:05:17.975902,,,,,,,,,,,,,,
,2022-11-13 21:05:18.961346,0.07615036517381668,0.00026986151351593435,0.07615036517381668,8549.0,28.0,,,,,,,,,
0.005,2022-11-13 21:06:07.113723,,,,,,,,,,,,,,
,2022-11-13 21:06:08.079538,0.009320421144366264,4.638576865545474e-05,0.009320421144366264,8599.0,28.0,,,,,,,,,
0.005,2022-11-13 21:06:56.160593,,,,,,,,,,,,,,
,2022-11-13 21:06:57.131391,0.09993035346269608,0.00033883689320646226,0.09993035346269608,8649.0,28.0,,,,,,,,,
0.005,2022-11-13 21:07:45.179388,,,,,,,,,,,,,,
,2022-11-13 21:07:46.155887,0.059224095195531845,0.00021472957450896502,0.059224095195531845,8699.0,28.0,,,,,,,,,
,2022-11-13 21:07:51.834444,,,,,28.0,0.10705170035362244,0.0003721814136952162,0.10705170035362244,0.19696222245693207,0.0024578915908932686,0.19696222245693207,,,
,2022-11-13 21:07:51.985793,,,,,28.0,,,,,,,0.1486455798149109,0.0014784263912588358,0.1486455798149109
0.005,2022-11-13 21:08:43.932136,,,,,,,,,,,,,,
,2022-11-13 21:08:44.911628,0.019110046327114105,8.426163549302146e-05,0.019110046327114105,8749.0,29.0,,,,,,,,,
0.005,2022-11-13 21:09:32.755717,,,,,,,,,,,,,,
,2022-11-13 21:09:33.730511,0.11344178766012192,0.00037921464536339045,0.11344178766012192,8799.0,29.0,,,,,,,,,
0.005,2022-11-13 21:10:22.035347,,,,,,,,,,,,,,
,2022-11-13 21:10:23.017190,0.002508904319256544,1.5199325389403384e-05,0.002508904319256544,8849.0,29.0,,,,,,,,,
0.005,2022-11-13 21:11:11.119181,,,,,,,,,,,,,,
,2022-11-13 21:11:12.096892,0.18941359221935272,0.000643826206214726,0.18941359221935272,8899.0,29.0,,,,,,,,,
0.005,2022-11-13 21:12:00.213028,,,,,,,,,,,,,,
,2022-11-13 21:12:01.200382,0.009139584377408028,4.614616045728326e-05,0.009139584377408028,8949.0,29.0,,,,,,,,,
0.005,2022-11-13 21:12:49.216541,,,,,,,,,,,,,,
,2022-11-13 21:13:42.031611,0.13438400626182556,0.00044293177779763937,0.13438400626182556,8999.0,29.0,,,,,,,,,
,2022-11-13 21:16:23.381960,,,,,29.0,0.13533397018909454,0.0004924919921904802,0.13533397018909454,0.07152470201253891,0.00025324051966890693,0.07152470201253891,,,
,2022-11-13 21:16:23.458266,,,,,29.0,,,,,,,0.16347633302211761,0.002401952166110277,0.16347633302211761
0.005,2022-11-13 21:17:14.046193,,,,,,,,,,,,,,
,2022-11-13 21:17:15.020383,0.6586775779724121,0.028584064915776253,0.6586775779724121,9049.0,30.0,,,,,,,,,
0.005,2022-11-13 21:18:03.004935,,,,,,,,,,,,,,
,2022-11-13 21:18:03.975504,0.24737665057182312,0.0009376454399898648,0.24737665057182312,9099.0,30.0,,,,,,,,,
0.005,2022-11-13 21:18:52.041755,,,,,,,,,,,,,,
,2022-11-13 21:18:53.010981,0.028004853054881096,0.0001184567590826191,0.028004853054881096,9149.0,30.0,,,,,,,,,
0.005,2022-11-13 21:19:41.140918,,,,,,,,,,,,,,
,2022-11-13 21:19:42.123118,0.08319051563739777,0.000290445372229442,0.08319051563739777,9199.0,30.0,,,,,,,,,
0.005,2022-11-13 21:20:30.268676,,,,,,,,,,,,,,
,2022-11-13 21:20:31.259661,0.030934514477849007,0.00012573585263453424,0.030934514477849007,9249.0,30.0,,,,,,,,,
0.005,2022-11-13 21:21:19.335207,,,,,,,,,,,,,,
,2022-11-13 21:21:20.313280,0.27706900238990784,0.0011339259799569845,0.27706900238990784,9299.0,30.0,,,,,,,,,
,2022-11-13 21:21:26.044268,,,,,30.0,0.23383446037769318,0.001059407484717667,0.23383446037769318,0.31557437777519226,0.0026778262108564377,0.31557437777519226,,,
,2022-11-13 21:21:26.170115,,,,,30.0,,,,,,,0.18661265075206757,0.007819539867341518,0.18661265075206757
0.005,2022-11-13 21:22:16.814356,,,,,,,,,,,,,,
,2022-11-13 21:22:17.788185,0.20769013464450836,0.0007150976452976465,0.20769013464450836,9349.0,31.0,,,,,,,,,
0.005,2022-11-13 21:23:05.743974,,,,,,,,,,,,,,
,2022-11-13 21:23:06.719432,0.3638368844985962,0.002247441792860627,0.3638368844985962,9399.0,31.0,,,,,,,,,
0.005,2022-11-13 21:23:54.998653,,,,,,,,,,,,,,
,2022-11-13 21:23:55.973618,0.02039925567805767,8.994613017421216e-05,0.02039925567805767,9449.0,31.0,,,,,,,,,
0.005,2022-11-13 21:24:44.152195,,,,,,,,,,,,,,
,2022-11-13 21:25:36.842515,0.32643061876296997,0.00161311577539891,0.32643061876296997,9499.0,31.0,,,,,,,,,
0.005,2022-11-13 21:26:25.134656,,,,,,,,,,,,,,
,2022-11-13 21:26:26.114812,0.09448565542697906,0.00032175477826967835,0.09448565542697906,9549.0,31.0,,,,,,,,,
0.005,2022-11-13 21:27:14.171476,,,,,,,,,,,,,,
,2022-11-13 21:27:15.149334,0.2688715159893036,0.0010894351871684194,0.2688715159893036,9599.0,31.0,,,,,,,,,
,2022-11-13 21:27:20.810017,,,,,31.0,0.2897000312805176,0.0022423933260142803,0.2897000312805176,0.05751482769846916,0.00020641642913687974,0.05751482769846916,,,
,2022-11-13 21:27:20.962264,,,,,31.0,,,,,,,0.16366982460021973,0.004269563592970371,0.16366982460021973
0.005,2022-11-13 21:28:12.705058,,,,,,,,,,,,,,
,2022-11-13 21:28:13.673696,0.015068210661411285,7.013240974629298e-05,0.015068210661411285,9649.0,32.0,,,,,,,,,
0.005,2022-11-13 21:29:01.589253,,,,,,,,,,,,,,
,2022-11-13 21:29:02.561451,0.014771053567528725,6.855619722045958e-05,0.014771053567528725,9699.0,32.0,,,,,,,,,
0.005,2022-11-13 21:29:50.796950,,,,,,,,,,,,,,
,2022-11-13 21:29:51.773060,0.26173046231269836,0.0010822918266057968,0.26173046231269836,9749.0,32.0,,,,,,,,,
0.005,2022-11-13 21:30:39.852117,,,,,,,,,,,,,,
,2022-11-13 21:30:40.818795,0.013121487572789192,6.202791701070964e-05,0.013121487572789192,9799.0,32.0,,,,,,,,,
0.005,2022-11-13 21:31:29.053625,,,,,,,,,,,,,,
,2022-11-13 21:31:30.033143,0.2196531742811203,0.0007779448642395437,0.2196531742811203,9849.0,32.0,,,,,,,,,
0.005,2022-11-13 21:32:18.083529,,,,,,,,,,,,,,
,2022-11-13 21:32:19.056852,0.023862287402153015,0.00010393856064183637,0.023862287402153015,9899.0,32.0,,,,,,,,,
,2022-11-13 21:32:24.756133,,,,,32.0,0.17865438759326935,0.002444519428536296,0.17865438759326935,0.10456564277410507,0.0003564272483345121,0.10456564277410507,,,
,2022-11-13 21:32:24.869473,,,,,32.0,,,,,,,0.1561654955148697,0.002599105006083846,0.1561654955148697
0.005,2022-11-13 21:33:15.505919,,,,,,,,,,,,,,
,2022-11-13 21:33:16.474572,0.005802018567919731,3.0862232961226255e-05,0.005802018567919731,9949.0,33.0,,,,,,,,,
0.005,2022-11-13 21:34:04.369481,,,,,,,,,,,,,,
,2022-11-13 21:34:57.200059,0.3547007739543915,0.002283368958160281,0.3547007739543915,9999.0,33.0,,,,,,,,,
0.005,2022-11-13 21:35:45.393823,,,,,,,,,,,,,,
,2022-11-13 21:35:46.368953,0.0070909177884459496,3.739130261237733e-05,0.0070909177884459496,10049.0,33.0,,,,,,,,,
0.005,2022-11-13 21:36:34.405294,,,,,,,,,,,,,,
,2022-11-13 21:36:35.384981,0.07558630406856537,0.00026286920183338225,0.07558630406856537,10099.0,33.0,,,,,,,,,
0.005,2022-11-13 21:37:23.457889,,,,,,,,,,,,,,
,2022-11-13 21:37:24.448719,0.12081100791692734,0.00039949166239239275,0.12081100791692734,10149.0,33.0,,,,,,,,,
0.005,2022-11-13 21:38:12.474448,,,,,,,,,,,,,,
,2022-11-13 21:38:13.462966,0.5568935871124268,0.009900153614580631,0.5568935871124268,10199.0,33.0,,,,,,,,,
,2022-11-13 21:38:19.502411,,,,,33.0,0.1807793229818344,0.0006995105650275946,0.1807793229818344,0.27066323161125183,0.022173909470438957,0.27066323161125183,,,
,2022-11-13 21:38:19.632430,,,,,33.0,,,,,,,0.14439597725868225,0.001142963650636375,0.14439597725868225
